Fase Temp Pres Z Fug Vol Ental Entro
liquido 150.00  7.00000000000000E+0001  2.41727375510713E-0001  3.60637546045827E-0001  4.30654585713442E-0005 -1.78845177432906E+0004 -1.02904618467307E+0002
liquido 150.00  6.98000030517578E+0001  2.41042519595975E-0001  3.60388558656861E-0001  4.30664918402994E-0005 -1.78851305252435E+0004 -1.02902961637922E+0002
liquido 150.00  6.95999984741211E+0001  2.40357606685632E-0001  3.60139727713381E-0001  4.30675255559245E-0005 -1.78857432847701E+0004 -1.02901304302180E+0002
liquido 150.00  6.94000015258789E+0001  2.39672689015190E-0001  3.59891072090572E-0001  4.30685596396402E-0005 -1.78863559750895E+0004 -1.02899646586256E+0002
liquido 150.00  6.91999969482422E+0001  2.38987714310756E-0001  3.59642572708614E-0001  4.30695941706273E-0005 -1.78869686429147E+0004 -1.02897988363405E+0002
liquido 150.00  6.90000000000000E+0001  2.38302734812516E-0001  3.59394248417539E-0001  4.30706290702448E-0005 -1.78875812414718E+0004 -1.02896329759867E+0002
liquido 150.00  6.88000030517578E+0001  2.37617724373891E-0001  3.59146089626441E-0001  4.30716643782341E-0005 -1.78881937941002E+0004 -1.02894670712126E+0002
liquido 150.00  6.85999984741211E+0001  2.36932656843563E-0001  3.58898086769741E-0001  4.30727001343994E-0005 -1.78888063241325E+0004 -1.02893011156600E+0002
liquido 150.00  6.84000015258789E+0001  2.36247584468749E-0001  3.58650258659797E-0001  4.30737362600068E-0005 -1.78894187848051E+0004 -1.02891351219628E+0002
liquido 150.00  6.81999969482422E+0001  2.35562454963671E-0001  3.58402586280274E-0001  4.30747728343946E-0005 -1.78900312228133E+0004 -1.02889690774295E+0002
liquido 150.00  6.80000000000000E+0001  2.34877320580241E-0001  3.58155088418459E-0001  4.30758097787674E-0005 -1.78906435914006E+0004 -1.02888029947011E+0002
liquido 150.00  6.78000030517578E+0001  2.34192155165892E-0001  3.57907755515352E-0001  4.30768471329459E-0005 -1.78912559138975E+0004 -1.02886368674173E+0002
