Fase Temp Pres Z Fug Vol Ental Entro
liquido 250.00  7.00000000000000E+0001  2.03641859872443E-0001  2.04880886472516E+0001  6.04670865349817E-0005 -1.14903645195764E+0004 -7.09073640172940E+0001
liquido 250.00  6.98000030517578E+0001  2.03112534018241E-0001  2.04761700925895E+0001  6.04827196990048E-0005 -1.14896639522744E+0004 -7.08997238298957E+0001
liquido 250.00  6.95999984741211E+0001  2.02583006434166E-0001  2.04642549350326E+0001  6.04983890955079E-0005 -1.14889604427421E+0004 -7.08920704368916E+0001
liquido 250.00  6.94000015258789E+0001  2.02053317013501E-0001  2.04523440779328E+0001  6.05140936857125E-0005 -1.14882540326199E+0004 -7.08844043711904E+0001
liquido 250.00  6.91999969482422E+0001  2.01523424835421E-0001  2.04404366068507E+0001  6.05298348255293E-0005 -1.14875446559019E+0004 -7.08767249965993E+0001
liquido 250.00  6.90000000000000E+0001  2.00993369815908E-0001  2.04285334245175E+0001  6.05456114728065E-0005 -1.14868323545208E+0004 -7.08690328473627E+0001
liquido 250.00  6.88000030517578E+0001  2.00463131231897E-0001  2.04166340709031E+0001  6.05614243871537E-0005 -1.14861170892071E+0004 -7.08613275788339E+0001
liquido 250.00  6.85999984741211E+0001  1.99932688329705E-0001  2.04047380865443E+0001  6.05772743347887E-0005 -1.14853988201599E+0004 -7.08536088440337E+0001
liquido 250.00  6.84000015258789E+0001  1.99402081059508E-0001  2.03928463732434E+0001  6.05931602684802E-0005 -1.14846775897520E+0004 -7.08458771792192E+0001
liquido 250.00  6.81999969482422E+0001  1.98871268417411E-0001  2.03809580179343E+0001  6.06090835633449E-0005 -1.14839533304504E+0004 -7.08381319415411E+0001
liquido 250.00  6.80000000000000E+0001  1.98340290376483E-0001  2.03690739218019E+0001  6.06250431687528E-0005 -1.14832260849228E+0004 -7.08303736686033E+0001
liquido 250.00  6.78000030517578E+0001  1.97809126165361E-0001  2.03571936254570E+0001  6.06410398567146E-0005 -1.14824958129293E+0004 -7.08226020115712E+0001
liquido 250.00  6.75999984741211E+0001  1.97277754981566E-0001  2.03453166700726E+0001  6.06570744060238E-0005 -1.14817624736855E+0004 -7.08148166192227E+0001
liquido 250.00  6.74000015258789E+0001  1.96746216832659E-0001  2.03334439559091E+0001  6.06731457609337E-0005 -1.14810261103030E+0004 -7.08070180311902E+0001
