Fase Temp Pres Z Fug Vol Ental Entro
liquido 100.00  7.00000000000000E+0001  3.34887715198952E-0001  1.08410500913224E-0003  3.97750923452013E-0005 -2.02395974148499E+0004 -1.21904716754933E+0002
liquido 100.00  6.98000030517578E+0001  3.33933876674416E-0001  1.08306822086371E-0003  3.97754459783104E-0005 -2.02402887644563E+0004 -1.21903675318551E+0002
liquido 100.00  6.95999984741211E+0001  3.32979985446367E-0001  1.08203237543143E-0003  3.97757997082493E-0005 -2.02409801317769E+0004 -1.21902633685111E+0002
liquido 100.00  6.94000015258789E+0001  3.32026114283530E-0001  1.08099755093828E-0003  3.97761535080644E-0005 -2.02416714640621E+0004 -1.21901591934029E+0002
liquido 100.00  6.91999969482422E+0001  3.31072190404457E-0001  1.07996366750899E-0003  3.97765074047822E-0005 -2.02423628140537E+0004 -1.21900549985773E+0002
liquido 100.00  6.90000000000000E+0001  3.30118286580357E-0001  1.07893080309848E-0003  3.97768613714361E-0005 -2.02430541290033E+0004 -1.21899507919782E+0002
liquido 100.00  6.88000030517578E+0001  3.29164366417319E-0001  1.07789891732801E-0003  3.97772154215576E-0005 -2.02437454352799E+0004 -1.21898465696260E+0002
liquido 100.00  6.85999984741211E+0001  3.28210393518937E-0001  1.07686796996903E-0003  3.97775695686909E-0005 -2.02444367592510E+0004 -1.21897423275387E+0002
liquido 100.00  6.84000015258789E+0001  3.27256440660149E-0001  1.07583803875505E-0003  3.97779237858506E-0005 -2.02451280481705E+0004 -1.21896380736640E+0002
liquido 100.00  6.81999969482422E+0001  3.26302435053260E-0001  1.07480904418844E-0003  3.97782781000950E-0005 -2.02458193547766E+0004 -1.21895338000424E+0002
liquido 100.00  6.80000000000000E+0001  3.25348449475699E-0001  1.07378106385543E-0003  3.97786324844259E-0005 -2.02465106263245E+0004 -1.21894295146240E+0002
liquido 100.00  6.78000030517578E+0001  3.24394447530423E-0001  1.07275405756818E-0003  3.97789869523909E-0005 -2.02472018891813E+0004 -1.21893252134262E+0002
liquido 100.00  6.75999984741211E+0001  3.23440392817889E-0001  1.07172798528830E-0003  3.97793415175501E-0005 -2.02478931697131E+0004 -1.21892208924639E+0002
liquido 100.00  6.74000015258789E+0001  3.22486358119261E-0001  1.07070292438166E-0003  3.97796961528862E-0005 -2.02485844151767E+0004 -1.21891165596907E+0002
liquido 100.00  6.71999969482422E+0001  3.21532270640586E-0001  1.06967879572650E-0003  3.97800508854898E-0005 -2.02492756783073E+0004 -1.21890122071413E+0002
liquido 100.00  6.70000000000000E+0001  3.20578203165523E-0001  1.06865567654211E-0003  3.97804056883308E-0005 -2.02499669063633E+0004 -1.21889078427717E+0002
liquido 100.00  6.68000030517578E+0001  3.19624119293892E-0001  1.06763352683063E-0003  3.97807605749726E-0005 -2.02506581257102E+0004 -1.21888034625961E+0002
liquido 100.00  6.65999984741211E+0001  3.18669982623006E-0001  1.06661230674295E-0003  3.97811155589915E-0005 -2.02513493627123E+0004 -1.21886990626267E+0002
liquido 100.00  6.64000015258789E+0001  3.17715865940268E-0001  1.06559209327902E-0003  3.97814706133386E-0005 -2.02520405646298E+0004 -1.21885946508230E+0002
liquido 100.00  6.61999969482422E+0001  3.16761696445456E-0001  1.06457280769120E-0003  3.97818257651362E-0005 -2.02527317841946E+0004 -1.21884902192135E+0002
liquido 100.00  6.60000000000000E+0001  3.15807546928468E-0001  1.06355452683356E-0003  3.97821809873225E-0005 -2.02534229686683E+0004 -1.21883857757603E+0002
liquido 100.00  6.58000030517578E+0001  3.14853380985982E-0001  1.06253721089731E-0003  3.97825362934770E-0005 -2.02541141444148E+0004 -1.21882813164748E+0002
liquido 100.00  6.55999984741211E+0001  3.13899162212163E-0001  1.06152082022174E-0003  3.97828916971921E-0005 -2.02548053377966E+0004 -1.21881768373658E+0002
liquido 100.00  6.54000015258789E+0001  3.12944963400664E-0001  1.06050543144263E-0003  3.97832471713869E-0005 -2.02554964960775E+0004 -1.21880723463989E+0002
liquido 100.00  6.51999969482422E+0001  3.11990711744978E-0001  1.05949096618465E-0003  3.97836027432158E-0005 -2.02561876719858E+0004 -1.21879678355968E+0002
liquido 100.00  6.50000000000000E+0001  3.11036480041260E-0001  1.05847750093838E-0003  3.97839583855851E-0005 -2.02568788127866E+0004 -1.21878633129274E+0002
