Temp P_Vapor Z_Liq Fug_Liq Vol_Liq H_Liq S_Liq Z_Vap Fug_Vap Vol_Vap H_Vap S_Vap
83.80  2.11824431896945E-0005  1.18802907836802E-0007  2.11822961988083E-0005  3.90756942675201E-0005 -2.11823644839467E+0004 -1.29177552369580E+0002  9.99996809428977E-0001  2.11823756058128E-0005  3.28910885307788E+0002 -5.50351935259584E+0003  5.79208002387425E+0001
84.00  2.23481683153560E-0005  1.25071737754507E-0007  2.23480067387985E-0005  3.90848313711255E-0005 -2.11739690172446E+0004 -1.29077485252540E+0002  9.99996651974554E-0001  2.23480934933611E-0005  3.12498260724831E+0002 -5.50022260102003E+0003  5.75147017134920E+0001
84.20  2.35716289036268E-0005  1.31638884848646E-0007  2.35714511378820E-0005  3.90947504398416E-0005 -2.11653382919044E+0004 -1.28974858503751E+0002  9.99996487664746E-0001  2.35715461124437E-0005  2.96983776267331E+0002 -5.49692015601904E+0003  5.71108408212992E+0001
84.40  2.48554009768649E-0005  1.38510705795204E-0007  2.48552061187884E-0005  3.91036095741462E-0005 -2.11570304712370E+0004 -1.28876304675775E+0002  9.99996316237012E-0001  2.48553094157836E-0005  2.82313668833176E+0002 -5.49361189304186E+0003  5.67091855941698E+0001
84.60  2.62020074375818E-0005  1.45706108967879E-0007  2.62017931255973E-0005  3.91133888127005E-0005 -2.11484461860946E+0004 -1.28774709700149E+0002  9.99996137440765E-0001  2.62019062311525E-0005  2.68439243982158E+0002 -5.49029806625453E+0003  5.63097508913713E+0001
84.80  2.76142699824566E-0005  1.53238107936115E-0007  2.76140346678291E-0005  3.91238013270478E-0005 -2.11396719576691E+0004 -1.28671116537315E+0002  9.99995950990693E-0001  2.76141581724564E-0005  2.55312751125345E+0002 -5.48697842461679E+0003  5.59124897893216E+0001
85.00  2.90949003904027E-0005  1.61111906442677E-0007  2.90946419440223E-0005  3.91328720422609E-0005 -2.11313061258767E+0004 -1.28572578773122E+0002  9.99995756621235E-0001  2.90947769302247E-0005  2.42891458804666E+0002 -5.48365322319719E+0003  5.55174168028749E+0001
85.20  3.06468746687401E-0005  1.69350344110606E-0007  3.06465911796091E-0005  3.91427718983200E-0005 -2.11226913307458E+0004 -1.28471346013931E+0002  9.99995554037306E-0001  3.06467384144619E-0005  2.31133854947773E+0002 -5.48032233729645E+0003  5.51245008243489E+0001
85.40  3.22732866320549E-0005  1.77963793534153E-0007  3.22729758569552E-0005  3.91524116064113E-0005 -2.11141569051889E+0004 -1.28371293901086E+0002  9.99995342934074E-0001  3.22731363339052E-0005  2.20001094006437E+0002 -5.47698564136624E+0003  5.47337114138084E+0001
85.60  3.39771529301628E-0005  1.86964660815666E-0007  3.39768128130291E-0005  3.91614305040536E-0005 -2.11058117890791E+0004 -1.28273687473316E+0002  9.99995123022313E-0001  3.39769872251240E-0005  2.09457976409997E+0002 -5.47364339183125E+0003  5.43450627915812E+0001
85.80  3.57618579058683E-0005  1.96378782287324E-0007  3.57614849834258E-0005  3.91718537370353E-0005 -2.10970448808084E+0004 -1.28171387103095E+0002  9.99994893971021E-0001  3.57616753056829E-0005  1.99469888081404E+0002 -5.47029533557445E+0003  5.39585102516023E+0001
86.00  3.76306363577520E-0005  2.06209788603472E-0007  3.76302279778015E-0005  3.91812762283584E-0005 -2.10885818455411E+0004 -1.28072864460064E+0002  9.99994655474406E-0001  3.76304352408873E-0005  1.90005853205967E+0002 -5.46694172992634E+0003  5.35740678360243E+0001
86.20  3.95870459094246E-0005  2.16482513180384E-0007  3.95865991466071E-0005  3.91912819319174E-0005 -2.10799448934172E+0004 -1.27972550863091E+0002  9.99994407191390E-0001  3.95868245078449E-0005  1.81035697372575E+0002 -5.46358244920010E+0003  5.31917057170661E+0001
86.40  4.16347812510151E-0005  2.27208848840128E-0007  4.16342924421538E-0005  3.92008317744656E-0005 -2.10714469435416E+0004 -1.27874080737350E+0002  9.99994148769959E-0001  4.16345376377038E-0005  1.72531143049644E+0002 -5.46021736686374E+0003  5.28113946162350E+0001
86.60  4.37774283242459E-0005  2.38409290904561E-0007  4.37768938994916E-0005  3.92105991758947E-0005 -2.10628855346133E+0004 -1.27775104015507E+0002  9.99993879878216E-0001  4.37771604026306E-0005  1.64466573653579E+0002 -5.45684674160914E+0003  5.24331486964333E+0001
86.80  4.60190238441586E-0005  2.50101666864170E-0007  4.60184398017092E-0005  3.92203691515768E-0005 -2.10543249863357E+0004 -1.27676365591900E+0002  9.99993600134187E-0001  4.60187293303942E-0005  1.56816700337218E+0002 -5.45347031825833E+0003  5.20569244914843E+0001
87.00  4.83634044405820E-0005  2.62302957123125E-0007  4.83627664349449E-0005  3.92300099636202E-0005 -2.10458052627791E+0004 -1.27578323606073E+0002  9.99993309187741E-0001  4.83630808522050E-0005  1.49558921917049E+0002 -5.45008835641263E+0003  5.16827362091932E+0001
87.20  5.08147995986628E-0005  2.75036335083319E-0007  5.08141030320933E-0005  3.92400237185830E-0005 -2.10371754041306E+0004 -1.27479242539508E+0002  9.99993006646726E-0001  5.08144442352076E-0005  1.42671146659032E+0002 -5.44670072941214E+0003  5.13105550786788E+0001
87.40  5.33775973571742E-0005  2.88318268700573E-0007  5.33768370729846E-0005  3.92498148698560E-0005 -2.10286139815966E+0004 -1.27381173040432E+0002  9.99992692106795E-0001  5.33772072821342E-0005  1.36132643322586E+0002 -5.44330730975598E+0003  5.09403528169179E+0001
87.60  5.60560365514657E-0005  3.02168633448092E-0007  5.60552070845672E-0005  3.92594510021841E-0005 -2.10201009913248E+0004 -1.27283880274436E+0002  9.99992365189194E-0001  5.60556085773736E-0005  1.29924641137339E+0002 -5.43990835841250E+0003  5.05721435595496E+0001
87.80  5.88549063648724E-0005  3.16614898048889E-0007  5.88540019897242E-0005  3.92695961193480E-0005 -2.10114371105641E+0004 -1.27185089218816E+0002  9.99992025455364E-0001  5.88544370273925E-0005  1.24028538152166E+0002 -5.43650361815990E+0003  5.02058852148410E+0001
88.00  6.17787320647057E-0005  3.31671150642556E-0007  6.17777461745749E-0005  3.92793880595129E-0005 -2.10028810269483E+0004 -1.27087750015052E+0002  9.99991672506603E-0001  6.17782176068403E-0005  1.18427728442982E+0002 -5.43309335087990E+0003  4.98415919500779E+0001
88.20  6.48325151706073E-0005  3.47362301543816E-0007  6.48314409032714E-0005  3.92890768029840E-0005 -2.09943575126337E+0004 -1.26991000348004E+0002  9.99991305894345E-0001  6.48319515145803E-0005  1.13105927283946E+0002 -5.42967742895512E+0003  4.94792360105976E+0001
88.40  6.80214397062180E-0005  3.63713936592133E-0007  6.80202697917837E-0005  3.92988592286061E-0005 -2.09858074493338E+0004 -1.26894167897988E+0002  9.99990925156489E-0001  6.80208224276803E-0005  1.08047832771603E+0002 -5.42625572393163E+0003  4.91187900842794E+0001
88.60  7.13504893073676E-0005  3.80750995308875E-0007  7.13492155599141E-0005  3.93089520856604E-0005 -2.09771666914466E+0004 -1.26796529557974E+0002  9.99990529863102E-0001  7.13498136146145E-0005  1.03239598343307E+0002 -5.42282849906433E+0003  4.87602682510197E+0001
88.80  7.48253164964231E-0005  3.98496116213410E-0007  7.48239304324269E-0005  3.93189838377726E-0005 -2.09685457297746E+0004 -1.26699335514817E+0002  9.99990119513163E-0001  7.48245771928861E-0005  9.86674493108828E+0001 -5.41939549510586E+0003  4.84036297867355E+0001
89.00  7.84512304266039E-0005  4.16971503492037E-0007  7.84497226957254E-0005  3.93287835405799E-0005 -2.09599959039131E+0004 -1.26603159978868E+0002  9.99989693655043E-0001  7.84504218891656E-0005  9.43191030447025E+0001 -5.41595697622875E+0003  4.80488887048162E+0001
89.20  8.22341153067334E-0005  4.36210137537315E-0007  8.22324759375305E-0005  3.93389332993567E-0005 -2.09513434967792E+0004 -1.26506049013025E+0002  9.99989251778175E-0001  8.22332314453451E-0005  9.01824764959987E+0001 -5.41251281387478E+0003  4.76960182633783E+0001
89.40  8.61800644597581E-0005  4.56234165194502E-0007  8.61782826264224E-0005  3.93489047581438E-0005 -2.09427457156585E+0004 -1.26409767742391E+0002  9.99988793357036E-0001  8.61790986809392E-0005  8.62462016018510E+0001 -5.40906287865392E+0003  4.73449921411792E+0001
89.60  9.02949064977859E-0005  4.77072543273745E-0007  9.02929706423168E-0005  3.93589432902028E-0005 -2.09341298953799E+0004 -1.26313500020265E+0002  9.99988317906143E-0001  9.02938516760461E-0005  8.24999972231671E+0001 -5.40560743611848E+0003  4.69958242548250E+0001
89.80  9.45843291924648E-0005  4.98748889329599E-0007  9.45831776200991E-0005  3.93685233259189E-0005 -2.09255342074251E+0004 -1.26217754776183E+0002  9.99987824978194E-0001  9.45831776396557E-0005  7.89335973583944E+0001 -5.40214622480670E+0003  4.66484752340413E+0001
90.00  9.90563559787518E-0005  5.21301759938669E-0007  9.90550993313153E-0005  3.93785185315712E-0005 -2.09169310684550E+0004 -1.26122058355051E+0002  9.99987313828428E-0001  9.90550993481289E-0005  7.55378592498165E+0001 -5.39867951159384E+0003  4.63029589419952E+0001
90.20  1.03716994063521E-0004  5.44758590962887E-0007  1.03715623346796E-0004  3.93886149288643E-0005 -2.09082994863521E+0004 -1.26026258666138E+0002  9.99986783992482E-0001  1.03715623356336E-0004  7.23037599076923E+0001 -5.39520716680499E+0003  4.59592495859255E+0001
90.40  1.08573370158519E-0004  5.69149380969414E-0007  1.08571875595268E-0004  3.93986560245893E-0005 -2.08996856872513E+0004 -1.25930868117112E+0002  9.99986234875554E-0001  1.08571875652312E-0004  6.92227998738759E+0001 -5.39172906013204E+0003  4.56173217607929E+0001
90.60  1.13632266283695E-0004  5.94505697652130E-0007  1.13630637474233E-0004  3.94087412604499E-0005 -2.08910605786486E+0004 -1.25835563277229E+0002  9.99985665932239E-0001  1.13630637493495E-0004  6.62872980503235E+0001 -5.38824545943612E+0003  4.52771892634119E+0001
90.80  1.18901441598074E-0004  6.20861334214108E-0007  1.18899667192085E-0004  3.94187979833852E-0005 -2.08824452566123E+0004 -1.25740576280116E+0002  9.99985076517731E-0001  1.18899667199928E-0004  6.34895548255528E+0001 -5.38475610147835E+0003  4.49388139645086E+0001
91.00  1.24388092151973E-0004  6.48251289241326E-0007  1.24386159927569E-0004  3.94290210972271E-0005 -2.08737824738304E+0004 -1.25645276306801E+0002  9.99984466061393E-0001  1.24386159943783E-0004  6.08227230143709E+0001 -5.38126125504680E+0003  4.46022096128133E+0001
91.20  1.30100243543703E-0004  6.76706805737844E-0007  1.30098140333435E-0004  3.94391257000440E-0005 -2.08651562991924E+0004 -1.25550587593384E+0002  9.99983833911056E-0001  1.30098140364210E-0004  5.82800228832167E+0001 -5.37776078975585E+0003  4.42673513046470E+0001
91.40  1.36046192109402E-0004  7.06268372185155E-0007  1.36043903739459E-0004  3.94493263107369E-0005 -2.08565030738042E+0004 -1.25455810007245E+0002  9.99983179396536E-0001  1.36043903767271E-0004  5.58550606297294E+0001 -5.37425457439846E+0003  4.39342145089652E+0001
91.60  1.42233791375364E-0004  7.36968578411284E-0007  1.42231302555118E-0004  3.94595085098267E-0005 -2.08478570389949E+0004 -1.25361318301767E+0002  9.99982501908029E-0001  1.42231302597166E-0004  5.35420629856171E+0001 -5.37074287915683E+0003  4.36028128929016E+0001
91.80  1.48672068581798E-0004  7.68847333025173E-0007  1.48669362863449E-0004  3.94696653368509E-0005 -2.08392197842876E+0004 -1.25267128284119E+0002  9.99981800718918E-0001  1.48669362904252E-0004  5.13352200390932E+0001 -5.36722543882864E+0003  4.32731095253088E+0001
92.00  1.55369340706544E-0004  8.01942960257926E-0007  1.55366400381084E-0004  3.94798963791566E-0005 -2.08305623670611E+0004 -1.25172923748271E+0002  9.99981075192417E-0001  1.55366400425019E-0004  4.92293731427192E+0001 -5.36370252452802E+0003  4.29451180160414E+0001
92.20  1.62334915601876E-0004  8.36295637809471E-0007  1.62331721611529E-0004  3.94901532294444E-0005 -2.08218988550586E+0004 -1.25078857720510E+0002  9.99980324596368E-0001  1.62331721657134E-0004  4.72193976141926E+0001 -5.36017400498497E+0003  4.26188143145319E+0001
92.40  1.69578407279021E-0004  8.71946294522829E-0007  1.69574939109461E-0004  3.95003717708163E-0005 -2.08132478950191E+0004 -1.24985131455844E+0002  9.99979548178950E-0001  1.69574939159772E-0004  4.53004550445363E+0001 -5.35663974811381E+0003  4.22941747284563E+0001
92.60  1.77108866942310E-0004  9.08936624370604E-0007  1.77105102556391E-0004  3.95106612664722E-0005 -2.08045777567838E+0004 -1.24891400442098E+0002  9.99978745261608E-0001  1.77105102616361E-0004  4.34681807491936E+0001 -5.35310002643044E+0003  4.19712127836554E+0001
92.80  1.84936750827526E-0004  9.47311349025422E-0007  1.84932666525775E-0004  3.95209638647546E-0005 -2.07959050322837E+0004 -1.24797843848113E+0002  9.99977915028966E-0001  1.84932666591182E-0004  4.17181648737450E+0001 -5.34955457279231E+0003  4.16498926956403E+0001
93.00  1.93071626531007E-0004  9.87111941675529E-0007  1.93067196869582E-0004  3.95312838830110E-0005 -2.07872288772973E+0004 -1.24704451813034E+0002  9.99977056773764E-0001  1.93067196942381E-0004  4.00464985163915E+0001 -5.34600366065249E+0003  4.13302279326992E+0001
93.20  2.01524241297433E-0004  1.02838500457493E-0006  2.01519438937665E-0004  3.95416109741179E-0005 -2.07785521059052E+0004 -1.24611253811279E+0002  9.99976169677539E-0001  2.01519439019422E-0004  3.84492855388542E+0001 -5.34244715787758E+0003  4.10121952569170E+0001
93.40  2.10305687181652E-0004  1.07117868882036E-0006  2.10300482759714E-0004  3.95519418181805E-0005 -2.07698754633813E+0004 -1.24518256913310E+0002  9.99975252900450E-0001  2.10300482849253E-0004  3.69228434388426E+0001 -5.33888493152447E+0003  4.06957717743723E+0001
93.60  2.19426348049656E-0004  1.11553879883851E-0006  2.19420710079592E-0004  3.95623213914388E-0005 -2.07611861958248E+0004 -1.24425323904919E+0002  9.99974305690921E-0001  2.19420710180003E-0004  3.54638537952384E+0001 -5.33531725645596E+0003  4.03809708652431E+0001
93.80  2.28898283547689E-0004  1.16151671284396E-0006  2.28892178218824E-0004  3.95727106923191E-0005 -2.07524953006004E+0004 -1.24332571952580E+0002  9.99973327137692E-0001  2.28892178331247E-0004  3.40689503106371E+0001 -5.33174386361365E+0003  4.00677578437284E+0001
94.00  2.38732450308953E-0004  1.20915950283485E-0006  2.38725841398778E-0004  3.95831189807806E-0005 -2.07438004911026E+0004 -1.24239975904761E+0002  9.99972316458812E-0001  2.38725841524528E-0004  3.27351545326125E+0001 -5.32816502880286E+0003  3.97561460302176E+0001
94.20  2.48941204593437E-0004  1.25851944911728E-0006  2.48934053258337E-0004  3.95935145467187E-0005 -2.07351108125271E+0004 -1.24147631117286E+0002  9.99971272743094E-0001  2.48934053392195E-0004  3.14594877031295E+0001 -5.32458061904874E+0003  3.94461129623929E+0001
94.40  2.59537289524063E-0004  1.30965411973931E-0006  2.59529554097941E-0004  3.96039834540224E-0005 -2.07264008986974E+0004 -1.24055267607725E+0002  9.99970195056193E-0001  2.59529554250449E-0004  3.02391314337284E+0001 -5.32099050057302E+0003  3.91376365093360E+0001
94.60  2.70532565096441E-0004  1.36261097053816E-0006  2.70524201002221E-0004  3.96144363182829E-0005 -2.07176972887696E+0004 -1.23963166358762E+0002  9.99969082569389E-0001  2.70524201172161E-0004  2.90715489587256E+0001 -5.31739495059890E+0003  3.88307299000152E+0001
94.80  2.81940882916235E-0004  1.41745081267782E-0006  2.81931842365810E-0004  3.96249122623182E-0005 -2.07089881199838E+0004 -1.23871200895918E+0002  9.99967934268248E-0001  2.81931842552963E-0004  2.79541563672707E+0001 -5.31379369817775E+0003  3.85253595016330E+0001
95.00  2.93774735469982E-0004  1.47422692614181E-0006  2.93764967354931E-0004  3.96354251510436E-0005 -2.07002697844190E+0004 -1.23779332700997E+0002  9.99966749292079E-0001  2.93764967562875E-0004  2.68846719200989E+0001 -5.31018702148080E+0003  3.82215384819406E+0001
95.20  3.06048270408636E-0004  1.53299793893431E-0006  3.06037720011275E-0004  3.96459287771323E-0005 -2.06915555239184E+0004 -1.23687700571449E+0002  9.99965526630481E-0001  3.06037720241528E-0004  2.58608058377034E+0001 -5.30657478671461E+0003  3.79192451196591E+0001
95.40  3.18776067804621E-0004  1.59382742721922E-0006  3.18764676556852E-0004  3.96564641525164E-0005 -2.06828331725255E+0004 -1.23596175809884E+0002  9.99964265248061E-0001  3.18764676810356E-0004  2.48803894081519E+0001 -5.30295685928897E+0003  3.76184580120416E+0001
95.60  3.31971615511877E-0004  1.65677195236854E-0006  3.31959320842657E-0004  3.96670302795860E-0005 -2.06741034570378E+0004 -1.23504765655458E+0002  9.99962964235025E-0001  3.31959321124722E-0004  2.39414731303660E+0001 -5.29933351880132E+0003  3.73191902332345E+0001
95.80  3.45650760128163E-0004  1.72189806507057E-0006  3.45637495079696E-0004  3.96776064245286E-0005 -2.06653719711211E+0004 -1.23413528088066E+0002  9.99961622466346E-0001  3.45637495391399E-0004  2.30420630005334E+0001 -5.29570449243947E+0003  3.70214091598948E+0001
96.00  3.59827684913483E-0004  1.78926515754930E-0006  3.59813378004292E-0004  3.96881983001518E-0005 -2.06566374796419E+0004 -1.23322449469136E+0002  9.99960238998759E-0001  3.59813378348476E-0004  2.21804018762694E+0001 -5.29207006075446E+0003  3.67251278029881E+0001
96.20  3.74518524192201E-0004  1.85894172083077E-0006  3.74503099018563E-0004  3.96988156106686E-0005 -2.06478969476737E+0004 -1.23231497563139E+0002  9.99958812716133E-0001  3.74503099398935E-0004  2.13547203118019E+0001 -5.28843008915806E+0003  3.64303251494643E+0001
96.40  3.89739893935191E-0004  1.93099726267213E-0006  3.89723268854253E-0004  3.97094486338787E-0005 -2.06391529771292E+0004 -1.23140698873980E+0002  9.99957342475443E-0001  3.89723269274139E-0004  2.05633407642176E+0001 -5.28478444227222E+0003  3.61369804927729E+0001
96.60  4.05507069459372E-0004  2.00549545244276E-0006  4.05489157403105E-0004  3.97201053598167E-0005 -2.06304036815808E+0004 -1.23050033221223E+0002  9.99955827282158E-0001  4.05489157866392E-0004  1.98047573563089E+0001 -5.28113340208256E+0003  3.58451067480867E+0001
96.80  4.21838110167054E-0004  2.08251187615538E-0006  4.21818818110375E-0004  3.97307776691119E-0005 -2.06216509778810E+0004 -1.22959519879851E+0002  9.99954265893121E-0001  4.21818818621181E-0004  1.90774233138228E+0001 -5.27747669394119E+0003  3.55546722608340E+0001
97.00  4.38749052738484E-0004  2.16211290943093E-0006  4.38728281541418E-0004  3.97414705300839E-0005 -2.06128938567938E+0004 -1.22869147798364E+0002  9.99952657278943E-0001  4.38728282104283E-0004  1.83799786252558E+0001 -5.27381460079294E+0003  3.52656898816999E+0001
97.20  4.56258226475567E-0004  2.24437478160857E-0006  4.56235870345182E-0004  3.97521794520914E-0005 -2.06041333974900E+0004 -1.22778927500416E+0002  9.99951000211245E-0001  4.56235870965650E-0004  1.77110489430853E+0001 -5.27014698727940E+0003  3.49781392747681E+0001
97.40  4.74384495324363E-0004  2.32937658286837E-0006  4.74360441398101E-0004  3.97629139629716E-0005 -2.05953666290378E+0004 -1.22688827839610E+0002  9.99949293432804E-0001  4.74360442080448E-0004  1.70693300578911E+0001 -5.26647371725961E+0003  3.46920003992939E+0001
97.60  4.93145089113683E-0004  2.41718786818973E-0006  4.93119217226531E-0004  3.97736570714967E-0005 -2.05865988856366E+0004 -1.22598903016703E+0002  9.99947535860982E-0001  4.93119217977899E-0004  1.64536529842045E+0001 -5.26279507512137E+0003  3.44072860084116E+0001
97.80  5.12560512888902E-0004  2.50789521959817E-0006  5.12532694860617E-0004  3.97844291811778E-0005 -2.05778238454185E+0004 -1.22509087605142E+0002  9.99945726126896E-0001  5.12532695686844E-0004  1.58628118173498E+0001 -5.25911078440997E+0003  3.41239653773891E+0001
98.00  5.32648826619808E-0004  2.60157163365442E-0006  5.32618926067136E-0004  3.97952200544919E-0005 -2.05690448928237E+0004 -1.22419415754766E+0002  9.99943863111802E-0001  5.32618926975320E-0004  1.52957487542927E+0001 -5.25542113047799E+0003  3.38420511937684E+0001
98.20  5.53430775941749E-0004  2.69830275426828E-0006  5.53398647560789E-0004  3.98060299643007E-0005 -2.05602617303121E+0004 -1.22329883841140E+0002  9.99941945468599E-0001  5.53398648558586E-0004  1.47513910293873E+0001 -5.25172597722222E+0003  3.35615237694569E+0001
98.40  5.74927698023849E-0004  2.79817645285079E-0006  5.74893187042321E-0004  3.98168585055822E-0005 -2.05514742553673E+0004 -1.22240490249795E+0002  9.99939971819345E-0001  5.74893188138201E-0004  1.42287196832935E+0001 -5.24802518776449E+0003  3.32823637007556E+0001
98.60  5.97158951125980E-0004  2.90127097813739E-0006  5.97121893025365E-0004  3.98277045173281E-0005 -2.05426832315758E+0004 -1.22151242161837E+0002  9.99937940990290E-0001  5.97121894228470E-0004  1.37268228819475E+0001 -5.24431904890864E+0003  3.30045835761391E+0001
98.80  6.20147733991896E-0004  3.00768218622108E-0006  6.20107953548015E-0004  3.98385718779710E-0005 -2.05338871092185E+0004 -1.22062123284914E+0002  9.99935851479183E-0001  6.20107954868039E-0004  1.32447558704879E+0001 -5.24060728242307E+0003  3.27281535639161E+0001
99.00  6.43914306372478E-0004  3.11749170453236E-0006  6.43871617443789E-0004  3.98494606734456E-0005 -2.05250862957935E+0004 -1.21973137226640E+0002  9.99933702075078E-0001  6.43871618891438E-0004  1.27816919862088E+0001 -5.23689017608188E+0003  3.24530861860972E+0001
99.20  6.68482064609277E-0004  3.23079502719786E-0006  6.68436269183276E-0004  3.98603700405536E-0005 -2.05162808215050E+0004 -1.21884283760885E+0002  9.99931491305759E-0001  6.68436270770018E-0004  1.23367898375216E+0001 -5.23316759306313E+0003  3.21793623746893E+0001
99.40  6.93875057460692E-0004  3.34768979419378E-0006  6.93825944943491E-0004  3.98712952537685E-0005 -2.05074718218108E+0004 -1.21795573781204E+0002  9.99929217666125E-0001  6.93825946681816E-0004  1.19092495187527E+0001 -5.22943939577781E+0003  3.19069633358079E+0001
99.60  7.20114951754917E-0004  3.46826353630504E-0006  7.20062298639048E-0004  3.98822466255224E-0005 -2.04986567744937E+0004 -1.21706981368518E+0002  9.99926879888721E-0001  7.20062300542722E-0004  1.14983564581418E+0001 -5.22570587345944E+0003  3.16359014911974E+0001
